id,county,rural_urban,urban_influence,less_than_high_school,high_school,bachelors,clinton,trump,otherVotes,totalVotes,num_pov_all,percent_pov_all,num_pov_child,percent_pov_child,labor_total_2014,employed_2014,unemployed_2014,labor_total_2015,employed_2015,unemployed_2015,labor_total_2016,employed_2016,unemployed_2016,labor_total_2017,employed_2017,unemployed_2017,med_household_income_2017,medHHIncome_percent_state_2017,totalPop,white,black,native,asian,pacificIslander,otherRace,multiracial,hispanicLatino,whiteAlone,census_2009,estimate_2010,estimate_2011,estimate_2012,estimate_2013,estimate_2014,estimate_2015,prelim_estimate_2016,projection_2017,id.1,school_name,school_year,k12_enrollment,all_immunizations,any_exempt,medical_exempt,personal_exempt,religious_exempt,religious_mem_exempt,diphtheria_tetanus,pertussis,mmr,polio,hepatitisB,varicella,school_district,start_grade,end_grade,total_enrollment,school_american_indian_alaskan_native,school_asian,school_asian_pacific_islander,school_pacific_islander,school_black,school_hispanic,school_white,school_two_or_more_race,male,female,num_free_reduced_meals,district_number,city,zip,school_code,total_percent_absences,low_income_absence_percent
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",121,blaine home connections,2015,69,37,22,5,17,0,0,21,21,20,21,16,14,blaine school district,0,11,67,0,0,1,1,2,1,60,3,35,32,4,37503,blaine,98230,5021,0.00%,0.00%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",123,edmonds heights k-12,2015,508,274,132,3,124,7,0,92,82,101,95,97,68,edmonds school district,0,12,503,1,34,0,34,7,50,353,58,254,249,90,31015,edmonds,98020,1966,0.00%,0.00%
26,pend oreille,2,2,984,"3,002","1,962","1,934","4,373",495,"6,802","2,153",16.3,670,26.6,"4,581","4,123",458,"4,602","4,155",447,"4,660","4,249",411,4734,4381,353,"$48,574 ",68.5,13001,91.6,0.4,3.8,0.6,0.1,0.7,2.9,3,89.8,"37,467","37,005","37,234","37,755","42,043","39,886","41,111","42,391","49,720",126,sadie halstead middle,2015,325,176,67,12,53,2,0,24,21,25,23,24,45,newport school district,5,8,320,0,1,0,1,0,6,287,26,166,154,195,26056,newport,99156,3968,0.86%,1.29%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",131,fir grove childrens center,2015,71,39,3,0,3,0,0,3,2,3,3,2,1,vancouver school district,1,12,67,3,0,0,0,2,10,49,3,62,5,46,6037,vancouver,98661,1574,0.96%,1.02%
16,jefferson,6,6,"1,365","5,231","10,000","12,656","6,037","1,583","20,276","3,886",12.7,777,20.7,"11,196","10,299",897,"11,200","10,397",803,"11,507","10,703",804,12021,11285,736,"$53,364 ",75.2,29872,91,0.8,2.3,1.6,0.2,0.7,3.4,2.8,89.3,"45,225","43,814","44,348","46,651","46,957","50,161","52,887","54,864","54,786",132,blue heron middle,2015,393,216,72,6,64,2,1,45,43,47,44,51,36,port townsend school district,4,8,392,3,9,3,12,6,25,327,19,199,193,218,16050,port townsend,98368,4475,1.81%,2.76%
14,grays harbor,4,5,"5,801","17,067","7,759","12,020","14,067","2,280","28,367","12,780",18.3,"3,801",26.1,"27,202","24,451","2,751","26,928","24,474","2,454","27,238","24,993","2,245",27971,25993,1978,"$47,619 ",67.1,72797,84.9,1.1,4.6,1.4,0.3,3.9,3.9,8.6,81.4,"39,927","39,452","39,836","40,354","40,323","41,687","43,902","44,627","48,517",135,hoquiam homelink,2015,73,41,4,0,4,1,0,4,4,3,2,2,0,hoquiam school district,0,12,49,2,0,0,0,0,10,35,2,23,26,48,14028,hoquiam,98550,5191,0.00%,0.00%
1,adams,6,5,"3,675","2,749","1,436","1,299","3,083",262,"4,644","3,040",15.8,"1,406",20.5,"8,552","7,941",611,"8,618","8,018",600,"8,714","8,158",556,8918,8404,514,"$48,056 ",67.7,18728,62.5,0.6,1.9,0.7,0,31.5,2.8,59.3,38.8,"41,102","40,656","41,068","42,354","43,541","45,712","47,646","49,501","50,089",138,benge elementary,2015,14,8,6,0,6,0,0,6,6,5,5,5,5,benge school district,0,6,14,0,1,0,1,0,0,13,0,8,6,0,1122,benge,99105,3142,0.00%,0.00%
3,benton,2,2,"12,628","29,937","36,834","26,360","47,194","6,473","80,027","23,587",12,"8,662",16.5,"89,907","83,182","6,725","91,760","85,591","6,169","94,291","88,412","5,879",97430,92070,5360,"$64,717 ",91.2,175177,82.4,1.3,0.9,2.7,0.1,9,3.6,18.7,74.5,"58,496","60,070","60,608","62,739","63,710","63,157","62,071","62,282","63,053",73,legacy high,2015,103,60,3,0,3,0,0,3,3,2,3,1,2,kennewick school district,6,12,166,3,0,0,0,4,42,114,3,86,80,117,3017,kennewick,99336,1884,0.00%,0.00%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",142,mount baker academy,2015,36,21,10,0,10,0,0,10,10,10,10,9,9,mount baker school district,0,12,35,0,0,0,0,0,1,33,1,16,19,12,37507,acme,98220,5112,0.00%,0.00%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",143,homelink river,2015,1014,593,279,28,215,35,2,238,228,215,199,199,118,battle ground school district,0,12,965,3,12,1,13,13,63,826,47,443,522,278,6119,battle ground,98604,1875,1.00%,1.71%
8,cowlitz,3,2,"8,208","22,062","11,507","17,908","24,185","3,599","45,692","17,302",16.4,"5,044",21,"43,617","40,102","3,515","44,124","40,697","3,427","44,844","41,668","3,176",46010,43224,2786,"$50,617 ",71.3,102410,88.9,0.6,1.5,1.5,0.2,3.5,3.7,7.8,85.8,"40,572","40,867","41,406","42,752","43,409","39,635","49,997","48,208","49,420",147,castle rock middle,2015,287,169,19,2,16,1,0,9,6,12,6,6,6,castle rock school district,7,8,282,2,1,3,4,1,27,231,17,146,136,143,8401,castle rock,98611,3969,1.54%,2.36%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",151,libby center,2015,333,197,31,6,24,1,0,16,16,16,17,21,24,spokane school district,5,8,312,1,23,1,24,3,14,248,22,170,142,56,32081,spokane,99202,2401,0.04%,0.09%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",153,beach elem,2015,32,19,12,4,8,0,0,7,8,9,9,11,11,ferndale school district,0,6,34,0,0,0,0,0,2,31,1,17,17,16,37502,lummi island,98262,2263,0.00%,0.00%
18,kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",155,mosaic home education partnership,2015,57,34,22,5,17,0,0,12,12,10,12,14,17,bainbridge island school district,0,8,57,0,0,0,0,0,5,46,6,30,27,7,18303,bainbridge island,98110,1841,0.00%,0.00%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",157,sky valley education center,2015,884,527,354,83,258,40,0,286,281,277,278,271,188,monroe school district,1,12,879,4,16,3,19,10,38,775,33,433,446,61,31103,monroe,98272,1777,0.00%,0.00%
39,yakima,3,2,"40,106","42,280","23,796","31,291","41,735","4,724","77,750","44,726",18.1,"19,143",26.1,"119,487","109,113","10,374","121,810","111,910","9,900","125,834","116,419","9,415",126814,118212,8602,"$47,573 ",67.1,243231,63.7,1,4.3,1.1,0.1,26.1,3.7,45,47.7,"39,836","40,802","41,164","42,162","40,696","43,050","46,422","46,957","48,300",161,union gap,2015,613,368,4,1,2,1,0,3,3,2,2,1,2,union gap school district,-1,8,630,13,5,0,5,0,484,118,10,315,315,547,39002,union gap,98903,2714,0.71%,0.74%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",144,washington middle,2015,762,458,61,1,60,1,0,29,27,38,38,43,20,olympia school district,6,8,758,4,83,2,85,11,58,521,79,402,356,141,34111,olympia,98501,3711,0.37%,1.16%
18,kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",166,west hills s.t.e.m. academy,2015,629,381,23,2,16,5,0,17,17,18,19,17,18,bremerton school district,0,7,653,8,33,15,48,41,116,338,102,358,295,451,18100,bremerton,98312,2613,0.65%,0.86%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",168,franklin elementary,2015,400,244,44,3,31,4,1,25,25,25,24,30,37,spokane school district,-1,6,402,2,16,0,16,6,46,271,61,204,198,183,32081,spokane,99223,2127,0.43%,0.74%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",169,northshore networks,2015,191,117,17,3,13,1,0,13,13,16,13,16,6,northshore school district,0,12,166,2,9,0,9,2,18,126,9,67,99,14,17417,bothell,98021,1814,0.00%,0.00%
5,clallam,5,8,"4,447","15,131","13,910","17,677","18,794","2,986","39,457","12,090",16.4,"3,246",25.5,"26,738","24,493","2,245","26,809","24,621","2,188","27,313","25,259","2,054",27927,26023,1904,"$49,070 ",69.2,71404,87,0.8,5.1,1.4,0.1,1.8,3.8,5.1,84.6,"38,647","38,397","38,886","41,887","44,824","45,454","46,241","48,187","51,070",172,district run home,2015,13,8,0,0,0,0,0,0,0,0,0,0,0,quillayute valley school district,0,12,14,0,0,0,0,0,1,12,1,8,6,0,5402,forks,98331,1671,0.20%,0.17%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",173,madrona k-8,2015,288,177,14,2,11,1,0,8,8,9,9,8,12,seattle public schools,-1,8,300,5,3,0,3,149,27,77,39,152,148,179,17001,lynnwood,98036,3463,0.19%,0.36%
29,skagit,3,2,"9,031","22,414","21,670","26,690","24,736","4,542","55,968","14,061",11.3,"4,255",15.8,"56,490","52,399","4,091","56,713","52,843","3,870","57,965","54,231","3,734",59436,56167,3269,"$65,505 ",92.3,116901,83.4,0.7,2.2,1.8,0.2,8.7,3.2,16.9,76.7,"55,572","54,426","55,085","56,443","56,058","54,852","56,322","55,524","58,990",174,twin cedars high,2015,13,8,4,0,3,1,0,3,3,1,1,2,0,concrete school district,10,12,10,1,0,0,0,0,1,8,0,5,5,16,29011,concrete,98237,1605,0.00%,0.00%
5,clallam,5,8,"4,447","15,131","13,910","17,677","18,794","2,986","39,457","12,090",16.4,"3,246",25.5,"26,738","24,493","2,245","26,809","24,621","2,188","27,313","25,259","2,054",27927,26023,1904,"$49,070 ",69.2,71404,87,0.8,5.1,1.4,0.1,1.8,3.8,5.1,84.6,"38,647","38,397","38,886","41,887","44,824","45,454","46,241","48,187","51,070",175,forks intermediate,2015,246,152,8,2,6,0,0,2,2,2,2,2,8,quillayute valley school district,6,8,250,18,2,0,2,4,76,130,20,140,110,0,5402,forks,98331,5363,2.17%,2.84%
22,lincoln,8,7,671,"2,249","1,721","1,244","4,108",361,"5,713","1,322",12.6,389,17,"5,037","4,747",290,"4,877","4,590",287,"4,891","4,621",270,4955,4710,245,"$53,504 ",75.4,10570,95,0.3,1.6,0.4,0,0.5,2.2,2.3,93.6,"44,126","43,632","43,936","45,690","46,956","48,976","49,276","51,019","55,234",176,reardan elementary,2015,312,193,47,4,30,14,0,30,30,32,30,28,45,reardan-edwall school district,0,6,295,12,0,0,0,0,10,254,19,153,142,144,22009,reardan,99029,2864,0.05%,0.08%
10,ferry,9,12,725,"1,817",972,"1,098","2,202",301,"3,601","1,297",17.3,345,26.9,"2,452","2,173",279,"2,477","2,223",254,"2,491","2,237",254,2539,2259,280,"$43,665 ",61.6,7551,76.3,0.3,16.7,0.7,0.1,1.2,4.8,3.4,75,"38,284","36,712","36,921","37,548","39,596","41,343","40,340","42,330","42,157",185,curlew elem & high,2015,195,124,49,7,30,13,0,29,29,25,23,22,25,curlew school district,0,12,194,4,0,0,0,4,7,166,13,98,96,116,10050,curlew,99118,2006,0.32%,0.48%
33,stevens,2,2,"3,295","10,412","5,805","5,767","15,161","1,749","22,677","6,589",14.8,"2,258",23.6,"17,400","15,781","1,619","17,451","15,886","1,565","17,882","16,428","1,454",18284,16956,1328,"$52,136 ",73.5,43531,89.4,0.3,5.5,0.5,0.2,0.7,3.3,2.7,87.9,"41,619","40,008","40,282","41,643","45,528","45,683","42,417","44,467","53,245",188,panorama,2015,100,64,15,3,10,2,0,14,11,13,11,13,7,colville school district,-1,12,127,3,0,0,0,2,8,111,3,61,66,94,33115,colville,99114,1594,0.29%,0.48%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",189,reeves middle,2015,403,258,54,2,51,2,0,25,23,28,29,35,7,olympia school district,6,8,403,4,19,3,22,5,43,299,30,216,187,144,34111,olympia,98506,3696,1.05%,1.95%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",190,lincoln heights elementary,2015,533,342,34,0,31,1,1,27,27,27,26,23,34,spokane school district,-1,6,534,4,15,0,15,9,58,391,57,276,258,322,32081,spokane,99223,2951,0.36%,0.56%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",194,holmes elementary,2015,383,247,21,4,12,2,1,16,16,16,15,17,19,spokane school district,-1,6,410,11,5,3,8,9,56,264,62,223,187,351,32081,spokane,99201,2056,2.13%,2.33%
26,pend oreille,2,2,984,"3,002","1,962","1,934","4,373",495,"6,802","2,153",16.3,670,26.6,"4,581","4,123",458,"4,602","4,155",447,"4,660","4,249",411,4734,4381,353,"$48,574 ",68.5,13001,91.6,0.4,3.8,0.6,0.1,0.7,2.9,3,89.8,"37,467","37,005","37,234","37,755","42,043","39,886","41,111","42,391","49,720",196,stratton elementary,2015,362,234,69,33,35,1,1,22,22,25,23,23,66,newport school district,-1,4,376,3,1,0,1,0,18,332,22,210,166,274,26056,newport,99156,4478,1.07%,1.40%
15,island,4,3,"2,948","13,092","18,840","20,960","18,465","3,451","42,876","7,467",9.2,"1,821",12.1,"31,725","29,630","2,095","31,767","29,814","1,953","32,737","30,827","1,910",34259,32475,1784,"$63,529 ",89.6,78506,86.1,2.2,0.8,4.4,0.5,1.5,4.5,5.5,83.1,"55,016","53,754","54,206","55,091","52,014","57,919","59,961","61,691","65,671",197,homeconnection,2015,286,185,90,18,67,7,2,70,69,66,60,65,42,oak harbor school district,0,12,278,0,4,0,4,8,16,239,11,135,143,51,15201,oak harbor,98277,1758,0.00%,0.00%
5,clallam,5,8,"4,447","15,131","13,910","17,677","18,794","2,986","39,457","12,090",16.4,"3,246",25.5,"26,738","24,493","2,245","26,809","24,621","2,188","27,313","25,259","2,054",27927,26023,1904,"$49,070 ",69.2,71404,87,0.8,5.1,1.4,0.1,1.8,3.8,5.1,84.6,"38,647","38,397","38,886","41,887","44,824","45,454","46,241","48,187","51,070",198,neah bay junior/ senior high,2015,34,22,1,0,1,0,0,0,0,1,0,0,1,cape flattery school district,6,12,173,93,0,0,0,0,31,9,40,87,86,120,5401,neah bay,98357,3145,2.17%,2.36%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",199,nisqually middle,2015,813,526,48,9,38,1,0,24,20,24,24,24,26,north thurston public schools,7,8,803,17,50,24,74,45,190,353,124,432,371,419,34003,lacey,98503,3611,0.84%,1.41%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",204,audubon elementary,2015,569,372,19,6,13,0,0,12,13,14,13,14,17,lake washington school district,0,5,557,1,252,1,253,4,31,238,30,264,293,29,17414,redmond,98052,3548,0.51%,1.92%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",208,chautauqua elementary,2015,538,354,117,8,107,2,0,54,56,64,65,93,93,vashon island school district,-1,5,540,0,4,0,4,2,74,407,53,299,241,140,17402,vashon,98070,4468,0.63%,1.20%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",211,cheney middle,2015,491,324,38,4,32,2,0,17,13,19,16,20,19,cheney school district,6,8,488,9,6,2,8,1,56,371,43,250,238,248,32360,cheney,99004,2447,0.16%,0.30%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",212,ellsworth elementary,2015,447,295,11,1,8,1,1,9,9,9,10,10,11,evergreen school district (clark),0,5,444,4,13,4,17,8,144,238,33,226,218,280,6114,vancouver,98664,3148,1.62%,2.19%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",213,parade,2015,103,68,32,1,29,2,0,23,23,26,25,27,15,riverview school district,-1,12,105,0,0,0,0,0,9,91,5,49,56,11,17407,carnation,98014,1854,0.00%,0.00%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",218,evergreen middle,2015,935,622,209,12,184,11,2,67,67,34,35,33,39,everett school district,6,8,930,5,87,21,108,32,232,512,41,454,476,553,31002,everett,98203,3253,0.83%,1.31%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",221,homeworks,2015,78,52,23,0,23,0,0,18,18,20,19,18,19,cheney school district,0,12,78,0,0,0,0,1,5,72,0,39,39,10,32360,cheney,99004,5035,0.00%,0.00%
14,grays harbor,4,5,"5,801","17,067","7,759","12,020","14,067","2,280","28,367","12,780",18.3,"3,801",26.1,"27,202","24,451","2,751","26,928","24,474","2,454","27,238","24,993","2,245",27971,25993,1978,"$47,619 ",67.1,72797,84.9,1.1,4.6,1.4,0.3,3.9,3.9,8.6,81.4,"39,927","39,452","39,836","40,354","40,323","41,687","43,902","44,627","48,517",222,hoquiam middle,2015,375,250,22,2,18,2,1,17,17,11,9,8,9,hoquiam school district,6,8,378,12,4,2,6,8,55,286,11,202,176,238,14028,hoquiam,98550,2391,1.00%,1.41%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",225,sacajawea middle,2015,777,519,82,5,73,3,1,46,46,42,43,57,53,spokane school district,7,8,783,10,19,5,24,25,55,588,81,395,388,291,32081,spokane,99203,3356,1.21%,3.42%
13,grant,5,8,"13,858","14,920","9,369","7,810","18,518","2,018","28,346","13,838",14.7,"5,656",20.3,"44,845","41,513","3,332","44,711","41,432","3,279","44,567","41,422","3,145",45310,42475,2835,"$55,807 ",78.7,89120,72.8,1.1,1.2,0.9,0.1,20.4,3.5,38.3,57.3,"41,195","42,799","42,994","45,021","46,036","50,356","50,067","52,981","51,330",228,parkway,2015,324,218,9,1,6,1,1,6,6,5,6,6,9,ephrata school district,5,6,322,1,4,0,4,0,81,230,6,151,171,186,13165,ephrata,98823,2695,0.49%,0.76%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",231,kendall elementary,2015,419,283,69,6,60,3,0,42,41,48,47,45,56,mount baker school district,0,6,420,9,7,1,8,4,57,319,23,219,201,314,37507,maple falls,98266,4533,1.36%,1.69%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",234,medical lake middle,2015,411,279,17,3,14,1,0,12,12,10,10,13,4,medical lake school district,6,8,380,0,1,2,3,7,39,294,37,215,165,134,32326,medical lake,99022,3965,0.25%,0.63%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",240,columbia valley elementary,2015,508,347,22,2,18,0,2,19,20,20,18,17,22,evergreen school district (clark),0,5,500,1,49,2,51,19,78,311,40,269,231,190,6114,vancouver,98683,4587,0.66%,0.95%
