District Code,District,School Code,School,Days In Year,Grade 1-8 Students,American Indian,Asian,Pacific Islander,Black,Hispanic,White,Two or More Races,Special Education,Bilingual,Low Income,Grade Span,Confirmed Reported Grade 1-8 Data
3052,Kiona-Benton City,4217,Kiona-Benton Intermediate School,166,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5-Mar,Yes
17001,Seattle,4218,South Shore PK-8 School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-8,No
27401,Peninsula,4219,Kopachuck Middle School,166,0.32%,0.00%,0.00%,0.00%,1.36%,0.90%,0.26%,0.19%,0.51%,1.20%,0.85%,8-Jun,Yes
39205,Zillah,4221,Zillah Intermediate School,160,0.09%,0.29%,0.00%,0.00%,0.00%,0.06%,0.11%,0.06%,0.27%,0.13%,0.11%,6-Apr,Yes
13073,Wahluke,4222,Morris Schott Elementary,167,1.35%,0.00%,0.00%,0.00%,0.00%,1.35%,0.30%,0.00%,1.47%,1.34%,1.35%,K-5,Yes
24111,Brewster,4223,Brewster Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
34002,Yelm,4224,Yelm Prairie Elementary,165,0.41%,6.01%,0.00%,0.00%,0.20%,0.19%,0.28%,0.38%,0.69%,0.29%,0.73%,PK-6,Yes
32362,Liberty,4226,Liberty Jr High & Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-8,No
27403,Bethel,4227,Rocky Ridge Elementary,168,1.37%,3.10%,0.89%,1.04%,1.49%,2.21%,1.15%,1.19%,1.88%,2.44%,1.74%,K-5,Yes
13165,Ephrata,4229,Beezley Springs Elementary,159,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-1,Yes
27404,Eatonville,4230,Eatonville Middle School,187,0.61%,0.18%,0.00%,0.43%,0.43%,0.80%,0.60%,0.77%,0.77%,0.53%,1.15%,8-Jun,Yes
31006,Mukilteo,4231,Explorer Middle School,160,0.86%,2.50%,0.07%,2.19%,0.18%,1.53%,0.54%,0.25%,1.77%,1.30%,1.28%,8-Jun,Yes
33049,Wellpinit,4232,Wellpinit Middle School,171,0.50%,0.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.31%,0.19%,0.00%,0.57%,8-Jun,Yes
24019,Omak,4237,Omak Middle School,166,0.47%,1.00%,0.00%,0.00%,0.00%,0.31%,0.29%,0.30%,0.59%,0.49%,0.58%,8-Jun,Yes
34402,Tenino,4238,Tenino Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5-Mar,No
31201,Snohomish,4241,Dutch Hill Elementary,159,0.95%,0.63%,0.16%,7.55%,0.00%,1.53%,0.84%,1.45%,2.08%,2.34%,1.80%,K-6,Yes
14068,Elma,4245,Elma Middle School,171,0.47%,0.00%,0.00%,0.00%,0.00%,0.57%,0.44%,0.58%,0.58%,0.40%,0.66%,8-Jun,Yes
34975,WA State Center for Childhood Deafness and Hearing Loss,4246,Washington State School for the Deaf,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-12,No
17001,Seattle,4248,Hawthorne Elementary School - Seattle,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
18401,Central Kitsap,4249,Ridgetop Middle School,167,0.05%,0.15%,0.00%,0.08%,0.19%,0.03%,0.04%,0.06%,0.06%,0.05%,0.06%,8-Jun,Yes
27320,Sumner,4250,Emerald Hills Elementary,165,0.07%,0.00%,0.00%,0.00%,0.30%,0.02%,0.08%,0.04%,0.16%,0.00%,0.14%,K-5,Yes
34003,North Thurston,4255,Meadows Elementary,163,0.42%,0.20%,0.37%,0.72%,0.45%,0.58%,0.31%,0.47%,0.74%,0.25%,0.80%,PK-5,Yes
17414,Lake Washington,4256,Alcott Elementary,163,0.45%,0.00%,0.36%,0.61%,0.82%,1.33%,0.48%,0.63%,0.98%,0.83%,2.79%,K-5,Yes
16049,Chimacum,4261,Chimacum Middle School,167,1.96%,0.60%,0.45%,0.00%,1.80%,1.87%,1.98%,2.36%,3.34%,3.14%,2.97%,8-Jun,Yes
27344,Orting,4262,Orting Middle School,164,0.96%,2.85%,0.83%,0.61%,0.91%,1.27%,0.90%,0.85%,1.44%,0.71%,1.66%,8-Jun,Yes
17001,Seattle,4263,Residential Consortium,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-12,No
8130,Toutle Lake,4264,Toutle Lake Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-6,No
34003,North Thurston,4271,Pleasant Glade Elementary,163,0.53%,0.61%,0.41%,0.92%,0.39%,0.59%,0.45%,0.72%,0.75%,0.52%,0.67%,PK-5,Yes
39119,Selah,4272,Selah Academy,172,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Aug,Yes
17001,Seattle,4277,Hutch School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-12,No
24019,Omak,4278,Paschal Sherman,171,4.49%,4.45%,0.00%,0.00%,12.28%,7.31%,3.44%,2.92%,4.09%,0.00%,4.49%,PK-9,Yes
27010,Tacoma,4283,Pearl Street Center,163,0.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.92%,0.00%,1.84%,0.00%,0.92%,12-Jun,Yes
32081,Spokane,4286,Sacred Heart Hospital,168,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
23309,Shelton,4288,Choice Alternative School,166,1.97%,0.00%,0.00%,0.00%,0.00%,6.63%,1.67%,0.00%,0.00%,0.00%,5.42%,K-12,Yes
17216,Enumclaw,4289,Sunrise Elementary,164,0.11%,0.00%,0.00%,0.00%,0.30%,0.21%,0.09%,0.13%,0.13%,0.14%,0.25%,K-5,Yes
17415,Kent,4293,Ridgewood Elementary School,161,0.08%,0.00%,0.01%,0.12%,0.46%,0.21%,0.04%,0.02%,0.08%,0.00%,0.26%,PK-6,Yes
17415,Kent,4294,Martin Sortun Elementary School,161,0.31%,0.00%,0.02%,0.51%,0.32%,0.70%,0.40%,0.45%,0.39%,0.08%,0.57%,PK-6,Yes
3400,Richland,4295,Rivers Edge High School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Jun,No
27403,Bethel,4296,Camas Prairie Elementary,168,0.47%,1.02%,0.20%,0.90%,0.92%,0.43%,0.37%,0.41%,0.60%,0.74%,0.61%,K-5,Yes
27403,Bethel,4297,Graham Elementary,168,1.04%,0.00%,0.60%,0.20%,1.25%,1.05%,1.04%,1.13%,1.20%,1.03%,1.33%,K-5,Yes
31002,Everett,4298,Silver Firs Elementary,164,0.18%,0.20%,0.09%,0.15%,0.14%,0.14%,0.23%,0.11%,0.10%,0.15%,0.40%,PK-5,Yes
6114,Evergreen (Clark),4299,Burnt Bridge Creek Elementary Sch,163,0.18%,0.41%,0.00%,0.07%,0.00%,0.21%,0.16%,0.31%,0.17%,0.32%,0.28%,PK-5,Yes
17411,Issaquah,4300,Challenger Elementary,166,0.10%,0.00%,0.06%,0.00%,0.00%,0.17%,0.11%,0.08%,0.23%,0.11%,0.42%,K-5,Yes
17415,Kent,4301,Jenkins Creek Elementary School,161,0.33%,0.00%,0.43%,0.31%,0.31%,0.36%,0.29%,0.40%,0.79%,0.38%,0.69%,PK-6,Yes
17414,Lake Washington,4302,Smith Elementary,173,0.23%,0.00%,0.19%,0.00%,0.00%,0.24%,0.29%,0.18%,0.18%,0.43%,2.57%,K-5,Yes
31006,Mukilteo,4303,Challenger Elementary,160,1.40%,0.00%,0.66%,1.73%,0.80%,1.59%,1.33%,1.48%,1.60%,1.15%,1.58%,PK-5,Yes
31006,Mukilteo,4304,Discovery Elementary,160,0.68%,0.00%,0.11%,0.16%,0.60%,0.87%,0.63%,0.68%,0.70%,0.75%,0.88%,K-5,Yes
17417,Northshore,4305,Bear Creek Elementary,162,0.40%,0.00%,0.14%,0.00%,0.31%,0.20%,0.55%,0.26%,0.73%,0.35%,1.36%,PK-6,Yes
17417,Northshore,4306,Fernwood Elementary,162,0.12%,0.00%,0.02%,0.00%,0.08%,0.18%,0.20%,0.21%,0.14%,0.12%,0.68%,PK-6,Yes
27401,Peninsula,4307,Voyager Elementary,165,0.11%,0.00%,0.00%,0.00%,0.10%,0.27%,0.11%,0.02%,0.29%,0.13%,0.34%,K-5,Yes
17410,Snoqualmie Valley,4308,Edwin R Opstad Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
27416,White River,4309,Foothills Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
21302,Chehalis,4311,Chehalis Middle School,166,0.11%,1.41%,0.00%,0.00%,0.96%,0.09%,0.06%,0.48%,0.24%,0.00%,0.17%,8-Jun,Yes
31002,Everett,4316,Mill Creek Elementary,164,0.06%,0.00%,0.01%,0.00%,1.11%,0.02%,0.03%,0.01%,0.02%,0.02%,0.35%,PK-5,Yes
17407,Riverview,4318,Tolt Middle School,161,0.15%,0.00%,0.00%,0.12%,0.87%,0.20%,0.15%,0.06%,0.84%,0.33%,0.56%,8-Jun,Yes
23403,North Mason,4320,Sand Hill Elementary,165,1.47%,1.82%,0.20%,0.24%,0.81%,1.97%,1.40%,0.84%,2.41%,1.33%,1.99%,K-5,Yes
15206,South Whidbey,4321,South Whidbey Elementary,168,0.41%,0.00%,0.36%,0.15%,0.24%,0.56%,0.42%,0.22%,0.60%,0.00%,0.73%,PK-5,Yes
31025,Marysville,4323,Kellogg Marsh Elementary School,166,0.21%,0.17%,0.00%,0.00%,0.00%,0.36%,0.17%,0.23%,0.33%,0.30%,0.28%,PK-5,Yes
37504,Lynden,4324,Isom Elementary School,163,0.28%,0.77%,0.13%,0.00%,0.08%,0.58%,0.19%,0.20%,0.36%,0.56%,0.54%,K-5,Yes
27083,University Place,4325,Drum Intermediate,165,0.12%,0.81%,0.03%,0.12%,0.14%,0.06%,0.05%,0.34%,0.06%,0.07%,0.29%,7-May,Yes
31016,Arlington,4327,Eagle Creek Elementary,166,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.18%,0.11%,0.00%,0.14%,K-5,Yes
15201,Oak Harbor,4328,Hillcrest Elementary,165,0.64%,4.85%,0.20%,1.21%,1.06%,0.58%,0.56%,1.02%,1.24%,0.71%,1.49%,5-Jan,Yes
29320,Mount Vernon,4329,Centennial Elementary School Mt Vernon,168,0.09%,0.00%,0.00%,0.00%,0.00%,0.12%,0.01%,0.00%,0.00%,0.00%,0.11%,K-5,Yes
31332,Granite Falls,4330,Mountain Way Elementary,168,1.11%,1.28%,0.00%,0.00%,1.67%,1.00%,1.10%,1.06%,0.91%,0.85%,1.63%,K-2,Yes
27403,Bethel,4331,Centennial Elementary Bethel,168,0.27%,0.00%,0.09%,0.40%,0.00%,0.02%,0.39%,0.02%,0.01%,0.00%,0.26%,K-5,Yes
17407,Riverview,4332,Stillwater Elementary,161,0.18%,0.62%,1.40%,0.00%,0.00%,0.24%,0.16%,0.06%,0.22%,0.26%,0.37%,K-5,Yes
31002,Everett,4334,Heatherwood Middle School,164,0.61%,0.91%,0.19%,0.24%,0.71%,1.50%,0.50%,0.66%,1.15%,1.22%,1.69%,8-Jun,Yes
21300,Onalaska,4335,Onalaska Middle School,169,0.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,7.52%,0.00%,0.00%,0.61%,8-Jun,Yes
17414,Lake Washington,4336,Wilder Elementary,163,0.07%,0.00%,0.12%,0.00%,0.00%,0.04%,0.05%,0.00%,0.12%,0.08%,0.05%,K-5,Yes
18401,Central Kitsap,4341,Cougar Valley Elementary,167,0.09%,0.00%,0.26%,0.00%,0.08%,0.20%,0.07%,0.10%,0.10%,0.24%,0.16%,PK-5,Yes
31006,Mukilteo,4342,Columbia Elementary,160,0.27%,0.63%,0.02%,3.13%,0.16%,0.64%,0.21%,0.21%,0.60%,0.41%,0.67%,PK-5,Yes
17210,Federal Way,4343,Silver Lake Elementary School - Federal Way,159,0.49%,0.00%,0.00%,0.74%,0.89%,0.40%,0.33%,0.36%,0.75%,0.37%,0.61%,PK-5,Yes
31006,Mukilteo,4344,Horizon Elementary,160,1.31%,1.88%,0.58%,1.15%,1.37%,1.20%,1.61%,1.41%,1.86%,1.18%,1.53%,K-5,Yes
17415,Kent,4345,Horizon Elementary School,161,0.42%,7.76%,0.07%,0.34%,0.49%,0.62%,0.30%,0.80%,0.82%,0.22%,0.80%,PK-6,Yes
34002,Yelm,4346,Fort Stevens Elementary,165,0.71%,6.87%,0.25%,0.61%,0.00%,0.99%,0.54%,0.77%,0.83%,0.93%,1.08%,PK-6,Yes
17408,Auburn,4347,Hazelwood Elementary School,161,0.12%,0.00%,0.18%,0.35%,0.06%,0.26%,0.04%,0.00%,0.39%,0.15%,0.23%,K-5,Yes
18402,South Kitsap,4348,Hidden Creek Elementary School,165,0.61%,4.24%,0.08%,2.94%,0.00%,0.57%,0.58%,0.30%,0.91%,0.06%,1.01%,PK-6,Yes
18402,South Kitsap,4349,Sidney Glen Elementary School,165,0.23%,0.00%,0.14%,0.27%,0.22%,0.39%,0.15%,0.44%,0.16%,0.24%,0.33%,K-5,Yes
18402,South Kitsap,4350,Mullenix Ridge Elementary School,165,0.20%,0.30%,0.00%,0.61%,0.00%,0.26%,0.22%,0.10%,0.46%,0.00%,0.56%,PK-6,Yes
6119,Battle Ground,4352,Captain Strong,156,0.26%,0.00%,0.00%,0.00%,0.00%,0.42%,0.25%,0.13%,0.33%,0.19%,0.40%,PK-4,Yes
17415,Kent,4353,Carriage Crest Elementary School,161,0.07%,0.00%,0.03%,0.00%,0.15%,0.05%,0.04%,0.23%,0.03%,0.02%,0.19%,PK-6,Yes
17414,Lake Washington,4354,Mcauliffe Elementary,163,0.25%,0.00%,0.43%,0.00%,0.41%,0.12%,0.16%,0.23%,0.64%,0.42%,0.90%,K-5,Yes
17417,Northshore,4355,Frank Love Elementary,162,0.63%,0.00%,0.43%,0.00%,0.45%,1.57%,0.53%,0.34%,1.36%,1.23%,1.47%,PK-6,Yes
17415,Kent,4356,Neely O Brien Elementary School,161,0.92%,1.24%,0.41%,1.33%,0.99%,1.09%,0.67%,1.11%,1.45%,1.01%,1.12%,K-6,Yes
31025,Marysville,4357,Cedarcrest School,166,1.87%,3.01%,0.21%,0.48%,3.69%,2.61%,1.66%,1.97%,2.68%,2.26%,2.96%,8-Jun,Yes
18400,North Kitsap,4359,Kingston Middle School,165,0.78%,0.54%,0.76%,0.00%,0.15%,1.02%,0.83%,0.54%,0.81%,4.85%,1.10%,8-Jun,Yes
27003,Puyallup,4360,Warren Hunt Elem,163,0.65%,0.89%,0.29%,1.23%,0.83%,1.01%,0.62%,0.35%,0.77%,0.53%,1.00%,K-6,Yes
27003,Puyallup,4361,Brouillet Elementary,163,0.17%,0.00%,0.09%,0.33%,0.29%,0.22%,0.14%,0.23%,0.13%,0.21%,0.37%,K-6,Yes
31103,Monroe,4362,Chain Lake Elementary School,163,0.29%,0.00%,0.12%,0.00%,0.20%,0.79%,0.23%,0.25%,0.23%,0.40%,1.10%,PK-5,Yes
23309,Shelton,4363,Oakland Bay Junior High School,166,1.26%,3.25%,0.00%,0.00%,4.02%,1.58%,1.00%,0.72%,2.82%,1.90%,1.70%,9-Aug,Yes
31401,Stanwood-Camano,4364,Twin City Elementary,166,0.86%,0.30%,0.34%,1.96%,0.00%,1.91%,0.62%,1.30%,1.43%,0.88%,1.51%,K-5,Yes
34033,Tumwater,4365,East Olympia Elementary,164,0.48%,0.00%,0.00%,0.00%,0.30%,0.30%,0.45%,0.95%,1.41%,0.20%,1.55%,K-6,Yes
31201,Snohomish,4366,Cascade View Elementary,159,1.08%,1.57%,0.36%,1.89%,0.00%,1.33%,1.02%,1.57%,1.60%,1.51%,1.98%,K-6,Yes
34111,Olympia,4367,Centennial Elementary Olympia,163,0.93%,0.00%,0.32%,0.61%,0.73%,1.30%,1.00%,0.97%,0.85%,0.51%,1.09%,PK-5,Yes
34003,North Thurston,4368,Seven Oaks Elementary,163,0.57%,0.00%,0.41%,0.98%,0.56%,0.71%,0.50%,0.66%,1.03%,0.85%,0.83%,PK-5,Yes
21232,Winlock,4369,Winlock Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
17417,Northshore,4371,Skyview Middle School,162,0.13%,0.00%,0.01%,0.00%,0.65%,0.25%,0.17%,0.02%,0.57%,0.38%,0.38%,9-Jul,Yes
18401,Central Kitsap,4372,Silver Ridge Elementary,167,0.03%,0.00%,0.09%,0.00%,0.07%,0.03%,0.02%,0.04%,0.02%,0.00%,0.07%,PK-5,Yes
34033,Tumwater,4373,Tumwater Hill Elementary,165,0.66%,1.82%,0.20%,0.30%,0.20%,1.19%,0.58%,0.80%,1.06%,0.54%,1.45%,K-6,Yes
17210,Federal Way,4374,Sherwood Forest Elementary School,159,0.07%,0.00%,0.08%,0.42%,0.00%,0.07%,0.03%,0.12%,0.11%,0.08%,0.11%,PK-5,Yes
17411,Issaquah,4375,Cougar Ridge Elementary,166,0.18%,0.00%,0.06%,0.00%,0.15%,0.44%,0.23%,0.35%,0.54%,0.21%,1.03%,K-5,Yes
17411,Issaquah,4376,Discovery Elementary,166,0.05%,0.00%,0.04%,0.00%,0.00%,0.03%,0.05%,0.09%,0.00%,0.03%,0.00%,PK-5,Yes
17417,Northshore,4377,Woodmoor Elementary,162,0.03%,0.00%,0.00%,0.00%,0.00%,0.07%,0.03%,0.00%,0.11%,0.00%,0.11%,PK-6,Yes
5323,Sequim,4378,Greywolf Elementary School,169,0.21%,0.36%,0.00%,0.00%,0.00%,0.12%,0.23%,0.16%,0.47%,0.13%,0.38%,K-5,Yes
17417,Northshore,4379,East Ridge Elementary,162,0.13%,0.00%,0.03%,0.00%,0.00%,0.34%,0.12%,0.06%,0.17%,0.23%,0.36%,PK-6,Yes
6114,Evergreen (Clark),4380,Harmony Elementary School,163,0.24%,0.00%,0.39%,0.28%,0.07%,0.67%,0.17%,0.24%,0.57%,0.20%,0.54%,K-5,Yes
27403,Bethel,4381,Pioneer Valley Elementary,168,1.44%,6.25%,2.13%,0.99%,2.22%,1.75%,1.20%,1.48%,1.96%,3.87%,2.20%,K-5,Yes
31002,Everett,4382,Cedar Wood Elementary,164,0.34%,0.00%,0.45%,0.00%,0.17%,0.73%,0.24%,0.28%,0.73%,0.89%,0.66%,PK-5,Yes
31201,Snohomish,4383,Totem Falls,159,0.12%,0.00%,0.00%,0.00%,0.00%,0.22%,0.12%,0.17%,0.06%,0.21%,0.33%,K-6,Yes
2250,Clarkston,4384,Heights Elementary,171,0.34%,0.00%,0.00%,0.00%,0.00%,0.19%,0.35%,0.45%,0.96%,0.00%,0.70%,K-6,Yes
17408,Auburn,4385,Rainier Middle School,160,1.21%,8.21%,0.10%,2.67%,2.41%,1.77%,0.83%,1.57%,3.02%,2.18%,2.02%,8-Jun,Yes
17414,Lake Washington,4386,Inglewood Middle School,164,0.06%,0.00%,0.04%,0.00%,0.25%,0.04%,0.05%,0.27%,0.17%,0.09%,0.61%,8-Jun,Yes
27401,Peninsula,4387,Harbor Ridge Middle School,165,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8-Jun,Yes
32081,Spokane,4389,Moran Prairie Elementary,168,0.17%,0.00%,0.04%,0.60%,0.25%,0.29%,0.13%,0.63%,0.47%,0.12%,0.54%,PK-6,Yes
31004,Lake Stevens,4391,Glenwood Elementary,166,0.11%,0.00%,0.20%,0.00%,0.43%,0.15%,0.07%,0.33%,0.31%,0.18%,0.12%,K-5,Yes
31004,Lake Stevens,4392,Skyline Elementary,166,0.24%,0.00%,0.00%,0.00%,0.15%,0.15%,0.28%,0.18%,0.42%,0.05%,0.44%,PK-5,Yes
18401,Central Kitsap,4393,Green Mountain Elementary,167,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-5,Yes
33202,Summit Valley,4394,Summit Valley School,171,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.12%,0.00%,0.05%,PK-8,Yes
31201,Snohomish,4395,Centennial Middle School,159,0.65%,0.81%,0.28%,0.00%,0.21%,1.22%,0.57%,0.93%,0.61%,4.31%,1.20%,8-Jul,Yes
27400,Clover Park,4396,Evergreen Elementary School,170,0.82%,1.76%,0.85%,1.40%,0.39%,0.65%,1.04%,0.32%,1.08%,0.77%,0.82%,PK-5,Yes
17410,Snoqualmie Valley,4397,Chief Kanim Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
31311,Sultan,4399,Gold Bar Elementary,172,0.61%,0.00%,0.00%,0.00%,0.78%,0.52%,0.64%,0.47%,0.95%,0.45%,0.84%,K-5,Yes
32354,Mead,4400,Meadow Ridge Elementary,170,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-6,Yes
27320,Sumner,4402,Liberty Ridge Elementary,165,0.69%,1.82%,4.65%,1.82%,0.81%,0.85%,0.52%,1.16%,0.97%,1.98%,1.05%,PK-5,Yes
4228,Cascade,4403,Icicle River Middle School,169,0.60%,0.00%,0.00%,0.00%,0.00%,0.58%,0.61%,1.07%,0.67%,0.69%,0.96%,8-Jun,Yes
6037,Vancouver,4405,Chinook Elementary School,161,0.76%,0.93%,0.62%,0.00%,2.07%,1.30%,0.65%,1.10%,1.25%,2.07%,1.60%,K-5,Yes
6037,Vancouver,4406,Alki Middle School,161,0.34%,0.31%,0.12%,0.31%,0.27%,0.61%,0.32%,0.39%,0.97%,0.42%,0.99%,8-Jun,Yes
27403,Bethel,4407,Frontier Middle School,168,0.97%,3.41%,0.60%,1.39%,0.41%,1.00%,0.94%,0.89%,2.44%,0.40%,1.49%,8-Jun,Yes
34003,North Thurston,4408,Horizons Elementary,163,0.38%,0.00%,0.00%,0.26%,0.52%,1.54%,0.16%,0.25%,1.47%,0.18%,1.41%,K-5,Yes
34003,North Thurston,4409,Komachin Middle School,163,1.17%,0.00%,0.32%,1.28%,0.61%,1.36%,1.23%,1.33%,2.58%,1.81%,2.09%,8-Jun,Yes
6037,Vancouver,4410,Roosevelt Elementary School,161,2.32%,0.62%,0.65%,3.43%,4.66%,2.24%,1.98%,3.15%,1.88%,2.29%,2.62%,K-5,Yes
19401,Ellensburg,4411,Valley View Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
29100,Burlington-Edison,4412,Bay View Elementary,169,0.03%,0.00%,0.00%,0.00%,0.00%,0.06%,0.02%,0.00%,0.06%,0.10%,0.04%,K-8,Yes
17415,Kent,4413,George T. Daniel Elementary School,161,1.06%,0.62%,0.35%,1.30%,1.37%,1.30%,0.70%,1.55%,1.60%,0.88%,1.29%,PK-6,Yes
27003,Puyallup,4414,Shaw Road Elementary,163,0.03%,0.00%,0.02%,0.00%,0.00%,0.07%,0.03%,0.04%,0.05%,0.06%,0.05%,K-6,Yes
17409,Tahoma,4415,Rock Creek Elementary,168,0.11%,0.30%,0.02%,0.00%,0.10%,0.23%,0.11%,0.07%,0.36%,0.06%,0.70%,PK-5,Yes
27343,Dieringer,4416,North Tapps Middle School,162,0.37%,0.00%,0.08%,0.62%,0.31%,0.77%,0.34%,0.35%,1.15%,2.08%,1.37%,8-Jun,Yes
17408,Auburn,4417,Ilalko Elementary School,161,0.66%,0.83%,0.16%,1.77%,0.77%,0.99%,0.47%,0.37%,1.36%,0.58%,0.92%,K-5,Yes
3017,Kennewick,4418,Amistad Elementary School,172,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-5,Yes
17415,Kent,4420,Sunrise Elementary School,161,0.16%,0.00%,0.15%,1.55%,0.12%,0.38%,0.12%,0.01%,0.28%,0.23%,0.28%,PK-6,Yes
18100,Bremerton,4421,Kitsap Lake Elementary,166,0.10%,0.00%,0.00%,0.00%,0.00%,0.22%,0.06%,0.23%,0.37%,0.00%,0.21%,K-5,Yes
17210,Federal Way,4422,Rainier View Elementary School,159,2.69%,0.00%,2.07%,2.48%,3.14%,3.04%,1.88%,2.84%,3.42%,2.61%,3.39%,PK-5,Yes
4246,Wenatchee,4423,John Newbery Elementary,172,0.70%,0.00%,0.58%,0.00%,0.00%,0.92%,0.58%,0.18%,1.28%,1.01%,1.02%,K-5,Yes
17414,Lake Washington,4424,Einstein Elementary,163,0.39%,0.00%,0.08%,0.00%,1.67%,0.42%,0.33%,0.65%,0.83%,0.35%,0.93%,K-5,Yes
31006,Mukilteo,4425,Voyager Middle School,160,1.31%,2.97%,0.29%,1.21%,1.47%,1.41%,1.50%,1.87%,1.79%,1.25%,1.82%,8-Jun,Yes
17210,Federal Way,4426,Green Gables Elementary School,159,0.39%,0.00%,0.34%,0.84%,0.79%,0.57%,0.25%,0.24%,1.14%,0.66%,0.80%,PK-5,Yes
37506,Nooksack Valley,4428,Everson Elementary,178,0.32%,0.67%,1.01%,0.00%,0.00%,0.43%,0.02%,0.42%,0.37%,0.47%,0.44%,PK-5,Yes
3017,Kennewick,4429,Horse Heaven Hills Middle School,172,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8-Jun,Yes
31006,Mukilteo,4430,Harbour Pointe Middle School,160,0.30%,0.00%,0.03%,0.00%,0.25%,0.67%,0.29%,0.51%,0.74%,0.60%,0.86%,8-Jun,Yes
4246,Wenatchee,4432,Foothills Middle School,172,0.27%,0.00%,0.00%,0.00%,0.39%,0.50%,0.11%,0.00%,0.77%,0.80%,0.51%,8-Jun,Yes
27320,Sumner,4435,Crestwood Elementary,165,0.35%,1.41%,0.45%,0.00%,1.21%,0.78%,0.30%,0.22%,0.42%,1.21%,0.63%,PK-5,Yes
31016,Arlington,4436,Kent Prairie Elementary,166,0.14%,0.00%,0.00%,0.00%,1.20%,0.02%,0.16%,0.14%,0.62%,0.00%,0.29%,K-5,Yes
31002,Everett,4437,Gateway Middle School,164,0.51%,2.44%,0.21%,0.20%,0.58%,1.10%,0.55%,0.42%,0.86%,1.03%,1.32%,8-Jun,Yes
17415,Kent,4440,Cedar Heights Middle School,161,0.80%,3.85%,0.78%,1.09%,1.24%,1.05%,0.58%,0.98%,1.67%,2.25%,1.51%,8-Jul,Yes
18100,Bremerton,4441,Mountain View Middle School,166,0.57%,0.00%,0.05%,0.03%,1.69%,0.55%,0.53%,0.52%,0.63%,0.50%,0.87%,8-Jun,Yes
37501,Bellingham,4442,Kulshan Middle School,165,0.17%,0.10%,0.09%,0.61%,0.35%,0.20%,0.16%,0.15%,0.24%,0.42%,0.33%,8-Jun,Yes
27003,Puyallup,4443,Stahl Junior High,163,1.77%,2.30%,0.47%,2.87%,1.72%,1.94%,1.72%,2.08%,3.60%,2.71%,3.12%,10-Jun,Yes
18401,Central Kitsap,4444,Emerald Heights Elementary,167,0.02%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.08%,0.06%,0.00%,0.02%,PK-5,Yes
