District Code,District,School Code,School,Days In Year,Grade 1-8 Students,American Indian,Asian,Pacific Islander,Black,Hispanic,White,Two or More Races,Special Education,Bilingual,Low Income,Grade Span,Confirmed Reported Grade 1-8 Data
32360,Cheney,2954,Betz Elementary,167,0.83%,3.39%,0.00%,1.20%,0.00%,1.32%,0.69%,2.01%,0.78%,1.45%,1.42%,K-5,Yes
32361,East Valley (Spokane),2955,Otis Orchards School,167,0.55%,0.67%,0.09%,2.59%,0.00%,0.71%,0.51%,0.66%,0.62%,0.75%,0.87%,PK-6,Yes
32363,West Valley (Spokane),2956,Seth Woodard Elementary,180,0.57%,0.56%,0.00%,0.56%,0.00%,1.22%,0.49%,0.53%,0.72%,3.09%,0.92%,K-5,Yes
33115,Colville,2957,Hofstetter Elementary,170,2.30%,1.18%,0.00%,0.00%,2.35%,3.91%,2.21%,0.69%,2.89%,2.87%,3.11%,K-2,Yes
39207,Wapato,2960,Camas Elementary,164,2.43%,4.21%,0.44%,0.00%,0.00%,1.85%,3.66%,2.62%,2.07%,1.62%,2.58%,K-5,Yes
1147,Othello,2961,Hiawatha Elementary School,170,0.09%,0.00%,0.00%,0.00%,0.00%,0.09%,0.04%,0.59%,0.04%,0.10%,0.09%,K-5,Yes
2250,Clarkston,2962,Grantham Elementary,171,0.26%,0.00%,0.00%,0.00%,0.00%,0.78%,0.17%,0.80%,0.12%,0.00%,0.30%,K-6,Yes
6037,Vancouver,2964,Salmon Creek Elementary,161,0.21%,0.00%,0.03%,0.00%,2.07%,0.12%,0.14%,0.74%,0.11%,0.06%,0.58%,K-5,Yes
9206,Eastmont,2966,Grant Elementary School,173,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-4,Yes
11001,Pasco,2967,Emerson Elementary,164,1.05%,0.61%,0.00%,0.00%,2.59%,1.05%,0.77%,1.83%,1.70%,1.03%,1.06%,K-6,Yes
13161,Moses Lake,2969,Lakeview Terrace Elementary,163,0.33%,0.00%,0.00%,0.00%,0.00%,0.33%,0.34%,0.69%,0.33%,0.43%,0.53%,K-5,Yes
13161,Moses Lake,2970,Midway Elementary,163,1.06%,0.00%,0.31%,0.00%,1.84%,1.52%,0.61%,0.31%,1.23%,1.50%,1.21%,PK-6,Yes
14005,Aberdeen,2971,Stevens Elementary School,168,0.90%,1.72%,1.12%,0.00%,0.89%,0.68%,0.87%,1.61%,1.01%,0.70%,1.16%,PK-6,Yes
14028,Hoquiam,2972,Central Elementary School,168,0.36%,0.60%,0.00%,0.00%,0.00%,0.47%,0.27%,0.60%,0.32%,0.83%,0.55%,5-Apr,Yes
14097,Lake Quinault,2973,Lake Quinault High School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Jun,No
17001,Seattle,2975,John Rogers Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,2976,Olympic Hills Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17001,Seattle,2977,Viewlands Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17216,Enumclaw,2980,Byron Kibler Elementary School,164,0.25%,0.00%,0.00%,0.91%,0.00%,0.36%,0.23%,0.05%,0.28%,0.49%,0.42%,K-5,Yes
17400,Mercer Island,2981,Lakeridge Elementary School,168,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-5,Yes
17401,Highline,2982,Bow Lake Elementary,166,1.04%,1.20%,1.65%,2.14%,0.77%,0.83%,0.70%,1.22%,0.82%,1.04%,1.09%,PK-6,Yes
17401,Highline,2983,North Hill Elementary,166,1.17%,1.05%,0.41%,2.31%,1.00%,1.40%,1.05%,1.79%,0.89%,0.87%,1.64%,K-6,Yes
17401,Highline,2984,Midway Elementary,166,1.49%,0.30%,1.17%,1.40%,1.21%,1.48%,1.24%,3.06%,2.97%,1.18%,1.68%,PK-6,Yes
17412,Shoreline,2990,Briarcrest Elementary,158,0.26%,0.00%,0.21%,0.00%,0.35%,0.44%,0.21%,0.14%,0.68%,0.27%,0.46%,K-6,Yes
17414,Lake Washington,2992,Rose Hill Elementary,163,0.48%,0.00%,0.31%,0.00%,0.88%,0.92%,0.34%,0.35%,0.99%,1.01%,1.02%,K-5,Yes
17417,Northshore,2993,Kenmore Elementary,162,0.18%,0.00%,0.02%,0.00%,0.62%,0.29%,0.12%,0.11%,0.49%,0.24%,0.39%,PK-6,Yes
18401,Central Kitsap,2994,Brownsville Elementary,167,0.07%,0.00%,0.07%,1.20%,0.00%,0.09%,0.06%,0.05%,0.10%,0.06%,0.16%,K-5,Yes
18402,South Kitsap,2995,Olalla Elementary School,165,0.06%,0.00%,0.00%,0.00%,0.00%,0.11%,0.07%,0.00%,0.26%,0.00%,0.14%,PK-6,Yes
20405,White Salmon Valley,2997,Hulan L Whitson Elem,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-3,No
21237,Toledo,2998,Toledo Elementary School,170,0.02%,0.00%,0.00%,0.00%,0.00%,0.13%,0.02%,0.00%,0.01%,0.00%,0.04%,PK-5,Yes
24019,Omak,2999,N Omak Elementary,166,1.30%,1.91%,1.00%,0.00%,2.71%,1.39%,0.99%,1.08%,2.02%,1.60%,1.70%,PK-2,Yes
27402,Franklin Pierce,3000,Harvard Elementary,165,0.61%,3.33%,0.05%,0.66%,0.61%,0.51%,0.62%,1.35%,0.30%,0.39%,0.68%,K-5,Yes
29320,Mount Vernon,3001,Madison Elementary,168,1.37%,0.00%,0.00%,0.60%,0.40%,1.47%,1.19%,0.79%,2.09%,1.33%,1.71%,K-5,Yes
31002,Everett,3002,View Ridge Elementary,164,0.25%,0.00%,0.11%,0.00%,0.44%,0.38%,0.16%,1.10%,0.21%,0.33%,0.49%,PK-5,Yes
37507,Mount Baker,3003,Mount Baker Junior High,159,1.51%,2.42%,0.00%,1.26%,3.14%,1.63%,1.43%,1.79%,2.41%,1.42%,2.07%,8-Jul,Yes
31201,Snohomish,3005,Emerson Elementary,159,0.85%,0.00%,0.00%,0.00%,0.00%,1.39%,0.72%,0.34%,0.94%,1.30%,1.46%,6-Mar,Yes
17407,Riverview,3006,Eagle Rock Multiage School,161,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-5,Yes
32081,Spokane,3007,Hamblen Elementary,168,0.08%,0.00%,0.00%,0.00%,0.37%,0.00%,0.09%,0.04%,0.07%,0.27%,0.16%,PK-6,Yes
32081,Spokane,3008,Bryant Center,168,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
28149,San Juan Island,3011,Friday Harbor Middle School,168,1.56%,0.00%,0.00%,0.00%,0.00%,2.21%,1.45%,1.19%,2.44%,0.60%,3.12%,8-Jul,Yes
36400,Columbia (Walla Walla),3012,Columbia Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
39200,Grandview,3013,Smith Elementary School,169,0.01%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.03%,0.01%,0.02%,PK-5,Yes
17415,Kent,3014,Kent Mountain View Academy,161,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
6037,Vancouver,3016,Sarah J Anderson Elementary,161,1.59%,0.78%,0.76%,3.11%,3.96%,1.52%,1.41%,2.59%,1.44%,1.70%,2.23%,K-5,Yes
6037,Vancouver,3017,Lake Shore Elementary,161,0.83%,0.00%,0.49%,1.86%,0.62%,1.68%,0.71%,1.09%,1.86%,2.59%,1.98%,K-5,Yes
6119,Battle Ground,3018,Glenwood Heights Primary,156,0.34%,0.00%,0.38%,0.21%,0.09%,0.40%,0.34%,0.27%,0.30%,0.64%,0.58%,PK-4,Yes
8122,Longview,3019,Robert Gray Elementary,163,0.22%,0.15%,0.00%,0.00%,0.00%,0.45%,0.18%,0.43%,0.18%,0.18%,0.43%,K-5,Yes
13144,Quincy,3020,Mountain View Elementary,164,0.47%,0.00%,0.00%,0.00%,0.61%,0.52%,0.06%,0.00%,0.53%,0.62%,0.55%,K-3,Yes
13161,Moses Lake,3021,Larson Heights Elementary,163,0.29%,0.00%,0.00%,0.00%,0.12%,0.38%,0.20%,0.31%,0.13%,0.52%,0.32%,K-5,Yes
13161,Moses Lake,3022,Chief Moses Middle School,163,2.23%,9.82%,0.75%,0.00%,2.97%,2.98%,1.56%,0.92%,3.19%,4.16%,3.10%,8-Jun,Yes
39007,Yakima,3023,Discovery Lab School,168,2.36%,1.19%,0.00%,0.00%,3.87%,2.48%,2.30%,1.69%,2.95%,2.49%,3.44%,8-Jan,Yes
14172,Ocosta,3024,Ocosta Junior - Senior High,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Jul,No
14172,Ocosta,3025,Ocosta Elementary School,164,0.82%,0.17%,0.00%,0.00%,0.00%,1.07%,0.69%,1.43%,1.17%,0.53%,1.00%,PK-6,Yes
17001,Seattle,3026,Wedgwood Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,3027,Northgate Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17001,Seattle,3028,Sacajawea Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17401,Highline,3032,Southern Heights Elementary,166,0.63%,0.36%,0.23%,0.56%,0.88%,0.84%,0.30%,0.58%,0.88%,0.56%,0.69%,PK-6,Yes
17403,Renton,3034,Campbell Hill Elementary School,164,2.37%,3.17%,1.15%,3.22%,2.70%,2.97%,2.53%,2.42%,4.86%,1.86%,2.80%,K-5,Yes
17403,Renton,3035,McKnight Middle School,164,1.05%,0.76%,0.44%,0.71%,1.56%,2.16%,0.68%,1.39%,1.83%,2.03%,2.14%,8-Jun,Yes
17405,Bellevue,3036,Eastgate Elementary School,161,0.35%,0.00%,0.34%,0.00%,0.14%,0.62%,0.38%,0.17%,0.53%,0.55%,0.79%,PK-5,Yes
17411,Issaquah,3038,Issaquah Middle School,166,0.66%,0.50%,0.12%,0.00%,1.25%,1.56%,0.68%,0.46%,1.12%,0.89%,2.95%,8-Jun,Yes
17414,Lake Washington,3041,Lakeview Elementary,163,0.79%,4.29%,0.48%,0.00%,3.37%,1.90%,0.59%,0.23%,1.65%,1.27%,2.84%,K-5,Yes
18303,Bainbridge Island,3043,Capt. Charles Wilkes Elem School,165,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-4,Yes
18402,South Kitsap,3046,Marcus Whitman Junior High,165,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.02%,0.00%,0.00%,0.05%,9-Jul,Yes
20401,Glenwood,3047,Glenwood Elementary,173,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.46%,0.72%,0.00%,0.37%,K-6,Yes
20401,Glenwood,3048,Glenwood Secondary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Jul,No
20406,Lyle,3049,Dallesport Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
22008,Sprague,3050,Sprague Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-4,No
24019,Omak,3051,E Omak Elementary,166,0.90%,1.28%,0.00%,0.00%,0.00%,0.91%,0.75%,0.67%,1.34%,1.19%,1.31%,5-Mar,Yes
27003,Puyallup,3052,Kalles Junior High,163,0.83%,0.82%,0.30%,1.99%,0.50%,2.30%,0.61%,0.57%,3.15%,1.35%,1.97%,9-Jul,Yes
27010,Tacoma,3053,Grant,163,2.79%,0.00%,3.56%,0.92%,2.04%,2.58%,2.51%,5.09%,2.90%,0.00%,4.62%,PK-5,Yes
27010,Tacoma,3054,Baker,163,2.79%,0.61%,1.49%,3.45%,3.33%,3.03%,2.72%,3.47%,4.34%,3.24%,3.42%,8-Jun,Yes
27401,Peninsula,3055,Evergreen Elementary,157,0.81%,2.12%,0.00%,0.00%,1.27%,0.55%,0.81%,0.51%,0.65%,0.00%,1.15%,PK-5,Yes
27401,Peninsula,3056,Vaughn Elementary School,169,0.02%,0.00%,0.00%,0.00%,0.00%,0.07%,0.02%,0.00%,0.00%,1.58%,0.02%,PK-5,Yes
29103,Anacortes,3057,Mount Erie Elementary,163,0.44%,1.23%,0.00%,0.00%,0.46%,0.81%,0.43%,0.20%,1.28%,1.10%,1.07%,K-6,Yes
31025,Marysville,3059,Cascade Elementary,166,1.39%,1.28%,0.60%,4.70%,0.23%,1.14%,1.37%,2.44%,2.40%,0.93%,1.97%,K-5,Yes
31103,Monroe,3060,Frank Wagner Elementary,163,1.15%,0.61%,1.23%,0.00%,2.30%,0.98%,1.22%,2.43%,1.31%,0.96%,1.36%,PK-5,Yes
20400,Trout Lake,3062,Trout Lake Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-4,No
32081,Spokane,3063,Westview Elementary,168,0.86%,0.00%,0.00%,0.37%,0.00%,0.98%,0.84%,0.97%,1.18%,0.71%,1.14%,PK-6,Yes
32356,Central Valley,3064,University Elementary School,167,0.45%,0.48%,1.20%,0.80%,0.67%,0.68%,0.40%,0.72%,0.46%,1.20%,0.54%,PK-5,Yes
34111,Olympia,3066,Madison Elementary School,163,0.84%,0.00%,0.11%,0.00%,1.16%,2.31%,0.50%,0.70%,1.23%,0.61%,1.68%,PK-5,Yes
34401,Rochester,3067,Rochester Middle School,171,0.72%,0.69%,0.00%,0.00%,1.17%,0.61%,0.80%,0.32%,0.94%,0.39%,1.07%,8-Jun,Yes
38322,St. John,3069,St John Elementary,171,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-5,Yes
39120,Mabton,3070,Artz Fox Elementary,174,0.60%,0.19%,0.00%,0.00%,0.00%,0.60%,1.02%,0.00%,0.81%,0.46%,0.63%,K-6,Yes
39200,Grandview,3071,Grandview Middle School,180,1.24%,0.00%,0.00%,0.00%,0.00%,1.26%,0.90%,1.48%,1.81%,1.52%,1.42%,8-Jun,Yes
39203,Highland,3072,Marcus Whitman-Cowiche Elementary,169,0.59%,0.00%,0.00%,0.00%,0.00%,0.60%,0.60%,0.20%,1.18%,0.58%,0.65%,K-3,Yes
39203,Highland,3073,Tieton Intermediate School,168,0.79%,0.00%,0.00%,0.00%,0.60%,0.65%,1.20%,0.52%,1.29%,0.59%,0.84%,6-Apr,Yes
1109,Washtucna,3075,Washtucna Elementary/High School,174,1.48%,0.00%,0.00%,0.00%,0.00%,1.72%,1.46%,0.00%,2.30%,0.00%,1.67%,K-12,Yes
3017,Kennewick,3077,Hawthorne Elementary School - Kennewick,172,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-5,Yes
3053,Finley,3078,Finley Elementary,158,2.14%,6.96%,0.00%,0.00%,5.70%,2.28%,1.92%,2.35%,2.12%,2.21%,2.50%,PK-5,Yes
5121,Port Angeles,3079,Hamilton Elementary,166,0.20%,0.07%,0.00%,0.00%,0.00%,0.76%,0.07%,0.57%,0.00%,0.00%,0.36%,PK-6,Yes
6037,Vancouver,3080,Benjamin Franklin Elementary,161,0.19%,0.00%,0.00%,0.00%,0.27%,0.44%,0.17%,0.17%,0.50%,0.07%,0.69%,K-5,Yes
8458,Kelso,3082,Butler Acres Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
9206,Eastmont,3083,Robert E Lee Elementary,173,0.67%,0.00%,0.00%,0.00%,0.00%,0.81%,0.44%,1.24%,0.88%,1.07%,0.77%,K-4,Yes
11001,Pasco,3085,Mark Twain Elementary,164,0.19%,0.00%,0.00%,0.00%,0.61%,0.19%,0.18%,0.13%,0.31%,0.09%,0.20%,PK-6,Yes
11051,North Franklin,3086,Mesa Elem,167,0.39%,0.00%,0.00%,0.00%,0.30%,0.58%,0.12%,0.00%,0.39%,0.44%,0.50%,K-6,Yes
12110,Pomeroy,3087,Pomeroy Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-6,No
13156,Soap Lake,3089,Soap Lake Middle & High School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Jun,No
13160,Royal,3090,Red Rock Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-3,No
13161,Moses Lake,3091,Garden Heights Elementary,163,0.30%,0.61%,0.00%,0.00%,0.00%,0.46%,0.15%,0.40%,0.49%,0.55%,0.47%,K-5,Yes
13165,Ephrata,3092,Grant Elementary,159,0.32%,0.00%,0.00%,0.00%,0.21%,0.55%,0.22%,0.75%,0.54%,0.67%,0.46%,K-4,Yes
16050,Port Townsend,3094,Grant Street Elementary,168,1.02%,4.76%,0.36%,2.38%,0.00%,2.60%,0.84%,1.04%,1.18%,2.14%,1.35%,K-5,Yes
17001,Seattle,3095,Mercer International Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
17401,Highline,3097,Marvista Elementary,166,1.52%,1.61%,0.99%,4.54%,1.20%,1.65%,1.48%,1.25%,1.97%,1.65%,1.74%,PK-6,Yes
17401,Highline,3098,Chinook Middle School,167,1.45%,29.34%,0.78%,1.65%,1.60%,1.60%,1.51%,0.65%,1.42%,1.71%,1.68%,8-Jul,Yes
17405,Bellevue,3100,Stevenson Elementary,161,2.06%,0.00%,1.96%,5.90%,4.09%,1.71%,3.12%,1.81%,2.00%,2.07%,2.14%,PK-5,Yes
17407,Riverview,3101,Cherry Valley Elementary School,161,0.05%,0.00%,0.11%,0.00%,0.00%,0.03%,0.06%,0.00%,0.08%,0.04%,0.10%,K-5,Yes
17412,Shoreline,3104,Echo Lake Elementary School,158,0.09%,0.00%,0.02%,0.00%,0.00%,0.40%,0.04%,0.00%,0.06%,0.04%,0.19%,K-6,Yes
17417,Northshore,3105,Crystal Springs Elementary,162,0.09%,0.00%,0.06%,0.00%,0.03%,0.15%,0.10%,0.02%,0.20%,0.14%,0.24%,PK-6,Yes
17417,Northshore,3107,Arrowhead Elementary,162,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.00%,0.00%,0.04%,PK-6,Yes
18100,Bremerton,3108,Crownhill Elementary School,166,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-5,Yes
18402,South Kitsap,3110,South Colby Elementary,165,0.14%,2.42%,0.00%,0.00%,0.00%,0.08%,0.12%,0.15%,0.31%,0.00%,0.51%,PK-6,Yes
21214,Morton,3112,Morton Junior-Senior High,172,0.92%,0.00%,1.16%,0.00%,0.00%,0.39%,1.02%,0.58%,0.58%,0.00%,1.09%,12-Jul,Yes
22204,Harrington,3113,Harrington High School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Jul,No
27003,Puyallup,3114,Riverside Elementary,163,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-6,Yes
27003,Puyallup,3115,Hilltop Elementary,163,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-6,Yes
27010,Tacoma,3116,Wainwright,164,1.52%,2.74%,0.54%,1.63%,1.84%,1.31%,1.31%,2.90%,4.05%,7.09%,2.09%,6-Apr,Yes
27400,Clover Park,3117,Idlewild Elementary School,170,0.76%,0.88%,0.37%,0.00%,1.39%,1.12%,0.42%,1.22%,2.69%,0.17%,1.53%,PK-5,Yes
31006,Mukilteo,3120,Olympic View Middle School,160,0.47%,0.00%,0.11%,1.09%,0.44%,0.78%,0.38%,0.70%,0.92%,0.68%,0.82%,8-Jun,Yes
31006,Mukilteo,3121,Olivia Park Elementary,160,0.83%,0.00%,0.16%,1.33%,0.84%,1.09%,0.70%,0.71%,1.31%,0.85%,1.06%,K-5,Yes
31015,Edmonds,3122,Lynndale Elementary,162,0.75%,1.70%,0.27%,3.29%,0.25%,0.70%,0.48%,2.39%,2.02%,0.66%,1.30%,K-6,Yes
31016,Arlington,3124,Post Middle School,166,0.55%,0.60%,0.14%,0.00%,1.20%,0.35%,0.58%,0.41%,0.80%,0.32%,1.07%,8-Jun,Yes
31401,Stanwood-Camano,3125,Stanwood Elementary School,169,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.03%,0.00%,0.08%,PK-5,Yes
18400,North Kitsap,3126,Middle School Options,163,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.61%,8-Jun,Yes
32356,Central Valley,3127,McDonald Elementary School,167,0.49%,0.48%,0.00%,0.30%,0.15%,1.99%,0.39%,0.22%,1.38%,0.35%,0.69%,PK-5,Yes
32361,East Valley (Spokane),3128,Trentwood School,167,0.39%,0.80%,0.00%,0.00%,0.30%,0.74%,0.36%,0.37%,0.54%,0.55%,0.59%,PK-6,Yes
32363,West Valley (Spokane),3129,Orchard Center Elementary,180,0.75%,0.69%,0.00%,2.22%,4.92%,0.67%,0.65%,0.40%,0.70%,0.37%,0.98%,K-5,Yes
34003,North Thurston,3130,Mountain View Elementary,163,0.39%,0.31%,0.77%,0.12%,0.00%,0.31%,0.43%,0.37%,0.15%,0.78%,0.66%,PK-5,Yes
34111,Olympia,3133,Jefferson Middle School,163,0.66%,0.92%,0.13%,0.00%,1.00%,0.84%,0.68%,0.78%,1.53%,0.61%,1.39%,8-May,Yes
37501,Bellingham,3134,Happy Valley Elementary School,165,0.34%,1.82%,0.00%,0.00%,0.00%,0.37%,0.35%,0.33%,0.62%,0.19%,0.86%,PK-5,Yes
38264,Lamont,3137,Lamont Middle School,173,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8-May,Yes
39007,Yakima,3138,Barge-Lincoln Elementary School,175,2.66%,1.14%,0.00%,0.00%,6.86%,2.55%,4.43%,4.06%,3.14%,2.38%,2.81%,PK-5,Yes
1122,Benge,3142,Benge Elementary,168,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-6,Yes
3017,Kennewick,3144,Washington Elementary School,172,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-5,Yes
5401,Cape Flattery,3145,Neah Bay Junior/ Senior High School,169,2.17%,2.60%,0.00%,0.00%,0.00%,2.05%,0.79%,1.11%,1.44%,6.51%,2.36%,12-Jun,Yes
6037,Vancouver,3146,Mcloughlin Middle School,161,1.90%,0.93%,0.32%,3.38%,2.20%,1.98%,1.40%,3.11%,2.59%,2.31%,2.35%,8-Jun,Yes
6114,Evergreen (Clark),3148,Ellsworth Elementary School,163,1.62%,0.00%,0.66%,2.76%,2.70%,1.70%,1.20%,2.70%,1.95%,1.86%,2.19%,PK-5,Yes
6114,Evergreen (Clark),3149,Sifton Elementary School,163,0.61%,0.00%,0.36%,2.15%,0.31%,0.43%,0.65%,0.71%,0.62%,0.58%,0.78%,K-5,Yes
13073,Wahluke,3152,Mattawa Elementary,167,0.62%,1.10%,0.00%,0.00%,0.00%,0.63%,0.13%,2.99%,0.72%,0.69%,0.62%,K-5,Yes
13161,Moses Lake,3153,Longview Elementary,163,0.14%,0.00%,0.00%,0.00%,0.00%,0.26%,0.01%,0.00%,0.16%,0.38%,0.20%,K-5,Yes
14064,North Beach,3155,Pacific Beach Elementary School,168,1.40%,1.90%,0.00%,0.00%,0.00%,1.44%,1.16%,1.02%,1.23%,0.89%,1.51%,K-6,Yes
17001,Seattle,3157,Roxhill Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17210,Federal Way,3159,Mirror Lake Elementary School,159,0.80%,0.63%,0.10%,1.13%,0.87%,0.76%,0.67%,1.26%,1.35%,0.79%,0.91%,PK-5,Yes
17210,Federal Way,3160,Star Lake Elementary School,159,0.29%,0.00%,0.07%,0.66%,0.38%,0.44%,0.17%,0.17%,0.00%,0.37%,0.45%,PK-5,Yes
17400,Mercer Island,3162,Island Park Elementary,168,0.04%,0.00%,0.07%,0.00%,0.00%,0.03%,0.02%,0.09%,0.05%,0.04%,0.30%,K-5,Yes
17401,Highline,3163,Cascade Middle School,167,2.87%,11.88%,2.41%,3.64%,2.09%,2.80%,1.35%,8.22%,3.83%,2.69%,3.16%,8-Jul,Yes
17401,Highline,3165,Hilltop Elementary,166,1.12%,1.81%,1.09%,0.70%,0.95%,1.08%,1.83%,1.15%,1.72%,1.03%,1.21%,PK-6,Yes
17405,Bellevue,3166,Highland Middle School,161,0.69%,0.00%,0.23%,0.00%,1.69%,1.32%,0.40%,0.14%,1.19%,0.74%,1.33%,8-Jun,Yes
17405,Bellevue,3167,Woodridge Elementary,161,0.28%,1.24%,0.20%,0.00%,2.63%,0.34%,0.15%,0.19%,0.31%,0.23%,0.88%,K-5,Yes
17405,Bellevue,3168,Phantom Lake Elementary,161,0.48%,1.86%,0.33%,0.00%,0.39%,0.46%,0.52%,0.54%,0.72%,0.46%,1.00%,PK-5,Yes
17408,Auburn,3169,Olympic Middle School,160,0.70%,0.02%,0.86%,0.57%,0.78%,0.58%,0.77%,1.06%,1.27%,0.70%,0.87%,8-Jun,Yes
18100,Bremerton,3171,Naval Avenue Elementary School,166,0.12%,0.00%,0.00%,0.34%,1.04%,0.09%,0.03%,0.05%,0.64%,0.16%,0.18%,PK-3,Yes
21401,Centralia,3172,Jefferson Lincoln Elementary,164,0.24%,0.00%,0.00%,0.00%,0.30%,0.34%,0.18%,0.00%,0.73%,0.37%,0.28%,K-3,Yes
22207,Davenport,3173,Davenport Senior High School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Jun,No
23403,North Mason,3174,Hawkins Middle School,165,3.25%,1.56%,0.61%,1.82%,4.70%,3.91%,3.00%,3.40%,4.10%,4.14%,4.14%,8-Jun,Yes
24404,Tonasket,3176,Tonasket Elementary School,172,0.35%,0.12%,0.00%,0.00%,0.00%,0.38%,0.33%,0.42%,0.42%,0.36%,0.42%,PK-5,Yes
27083,University Place,3179,Curtis Junior High,165,0.67%,0.61%,0.21%,3.94%,1.08%,0.59%,0.50%,1.20%,1.79%,0.45%,1.48%,9-Aug,Yes
27402,Franklin Pierce,3180,Brookdale Elementary,165,0.50%,0.00%,0.63%,0.62%,0.16%,1.04%,0.29%,0.25%,0.11%,0.61%,0.60%,PK-5,Yes
29101,Sedro-Woolley,3181,Cascade Middle School,168,1.14%,3.64%,0.12%,0.60%,0.60%,1.51%,0.94%,0.75%,1.44%,1.71%,1.81%,8-Jul,Yes
29103,Anacortes,3182,Fidalgo Elementary,164,0.20%,1.83%,0.30%,0.00%,0.00%,0.38%,0.16%,0.23%,0.45%,0.68%,0.45%,K-6,Yes
